comments,label
Chất son mịn màu son đẹp. . Vhhehshhshshsbsbshshshsbbsbdbdbdbdbbd,0
"Màu lên tông khá đồ, tích hợp với những bạn da trắng. Với mình, chọn màu này hơi sai lầm",1
Ok lắm nha,0
Son khô môi. Màu như bị bôi xôi gấc lên môi vậy. Ko thấy có túi kèm theo,1
"Giao hàng nhanh, đóng gói cẩn thận. Nhưng màu son không giống như hình",1
đóng gói ok,0
"Son màu đẹp , lên môi mướt và khô nhanh ",0
"Son chất lượng, mùi thơm nhẹ, đóng gói cẩn thận. Màu 25 vẫn đẹp hơn 😢. Còn ảnh là màu 24, sáng hơn.",0
"Son đẹp,rất lì,dùng k bị khô môi,giao hàng khá nhanh,shop phục vụ tốt",0
Đóng gói sản phẩm rất đẹp và chắc chắn. A1 màu cam cháy và A3 cam đất rất trendy. Sẽ lâu trôi nếu đánh đậm nhiều lớp. còn lớp base sau khi ăn uống ko bị hồng.,0
"Giao đúng mẫu hàng mã son
Giao hàng hơi lâu
Mùi son thơm
Lên màu chuẩn",0
"Chất son mịn, lên màu đẹp. ",0
"đóng gói siu đẹp, có mút lót, màu son thì siu xinhh
nói chung là thíchh lắmm",0
"Đóng gói cẩn thận, đẹp mắt, kèm thiệp 🥰",0
"Màu son iu lắm ạ , đóng gói cực kĩ ....... giao hành nhanh ",0
"Shop giao nhanh, đóng gói cẩn thận, có kèm thêm thiệp. Đây là quà tặng nên chưa test đc chất son",0
"Hàng chính hãng thì miễn bàn về chất lượng r, dòng son này mình xài mấy cây r, hết lại mua mới tại quá ư là xinh, gói hàng của sky007 thì lúc nào cũng xinh lung linh ",0
"Sản phẩm tốt giao nhanh, gói quà đẹp hộp xinh, duyệt",0
"Lựa chọn mua nhiều lần thì cũng phải có lý do của nó 😍
Mỗi lần mua là mỗi lần ưnggg",0
"Màu son lên chuẩn
 lại còn lấy đc mã giảm giá t mua son vs giá chỉ 105k❤️",0
"Thời gian giao nhanh. Đóng gói xinh xuất sắc, có thiệp cảm ơn. Chất son mịn không khô môi và bền màu, ăn uống không trôi nhiều. Đặc biệt không bị trôi ra màu hồng dù mình base môi hồng, tìm son cam khá vất vả x__x Có mùi thơm tuy nhiên cá nhân mình không thích mùi này.
Sẽ mua thử tiếp dòng son này",0
Son không chuẩn hay sao á khô môi mà lau cái hết luôn ạ,1
Chất son ban đầu bôi rất mềm Sau trở nên dính dính Màu đỏ cam mà bay thành hồng Son rất khó tẩy sau khi bôi Cảm giác nặng và khô môi,1
"Son màu đẹp, tươi sáng , trâng đã............ơn..........",0
Shop bảo tặng túi vải mà không thấy chỉ thấy cây son Son màu đỏ hồng mà son lên màu nâu đất,1
"Son xinh thật sự mn ơi. Màu giống màu taupe của 3ce, bạn nào k thích chất son của 3ce thì lựa chọn em này nha. ",0
"Mùi son hơi nồng , đánh lên môi có cảm giác bết rít ",1
Hàng rất okeeee,0
"315k thu 318k =))) huỷ đơn từ  htrc shop nhắn tin la đã giao cho bên gh nhưng tận hôm sau mới  giao, làm k đặt dc son khác :)))) ",1
"Giao hàng nhanh, đóng gói chắc chắn và đẹp, chất son mịn đẹp ❤️❤️❤️",0
Son chính hãng. Màu lên môi thì khỏi bàn bao sexy nhé các chị em,0
"Săn nguyên 2 tuần cuối cùng cũng đợi đc em son màu 25 này❤ màu son cực kì đẹp, chất lì, mịn, lên tone chuẩn phong cách tây, cool ngầu,
Hợp với các bạn có làn da sáng❤👌
- Son đẹp không có gì phải chê cả, nói luôn nè shop ơi cái hộp hàng đựng son xịn sò ghê❤❤

- Sẽ ghé qua ủng hộ shop nhiều❤",0
"Lần thứ 2 mua son của shop và vẫn như lần 1 rất rất hài lòng
Chất son mịn mướt mk thích lắm
Lại còn k bị khô môi nữa và ít bị trôi
Hứa hẹn sẽ mua thêm lần thứ 3 
Shop chưa làm em phải thất vọng",0
"Đóng gói cẩn thận, bưu thiếp đẹp. Hộp đẹp. Cảm ơn shop nhé😍😍😍😍😍😍",0
"Son ưng lắm..
Ưng nhất anh shipper đepi trai :))",0
Son đẹp 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,0
"Mua lần thứ 3 rồi...màu đẹp, êm lắm...",0
"   Đóng gói sản phẩm rất đẹp và chắc chắn 
Màu son thích lắm .bôi mềm mại  ",0
"Son rất đẹp, chất son hơi lỏng có hơi hồng trên môi, đóng gói rất chắc chắn.",0
"Đóng gói hàng cẩn thận, giao hàng nhanh, đúng màu ❤❤❤❤❤❤😥😥😥😥😥😥",0
"Đã mua 2 cây rồi, son cực đẹp luôn, dùng ko sợ khô môi. Điểm trừ duy nhất của son là hơi mau trôi",0
Son môi bị khô môi không giống sản phẩm chính hãng hàng chất lượng kém,1
"Giao hàng nhanh 
Son màu hồng đất rất xinh
Có cảm thư cảm ơn của shop rất dễ thương",0
Sản phẩm rất tôt,0
"Chất lượng thì chưa biết thê nào, nhưng đóng gói cẩn thận giao hàng nhanh, màu hơi nhạt nhòa nhưng cũng ưng. ",0
Màu son xinh. Hộp bọc hàng rất đẹp,0
Giao hàng nhanh. Màu son lên k chuẩn lắm.,1
"Son lì, lên màu khá đẹp. Shop chuẩn bị hàng sớm,  giao hàng cũng nhanh nữa. Có dịp sẽ lại mua tiếp:))) ",0
mua cây son màu đỏ cherry về thoa lên nó cứ hồng hồng chất kem bặm môi cái mất tiu sơn 😭,1
"Màu và chất son đỉnh lắm luôn ấy
Bbia chưa bao giờ làm mình thất vọng",0
"Màu son không giống chút nào, mua màu Hồng thiên cam nhưng đánh lên môi chỉ cho ra màu Hồng sen đậm dù chỉ dám đánh 1 lớp mỏng ",1
"Màu 15 ưng quá :))) đang đợi mua thêm màu 25 mà hết hàng, sao trong gói hàng có thiệp của nên sky... là sao nhỉ",0
Chất lượng sản phẩm tuyệt vời. Thời gian giao hàng rất nhanh .,0
"Son đẹp
Hjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj",0
"Sản phẩm được đóng gói cẩn thận. Giao hàng nhanh, son màu đẹp có mùi thơm nhẹ",0
"Màu 20 siêu xinh luôn, lên môi mình tươi hơn màu hãng chụp, chất son mướt mịn, rất đáng tiền. ",0
"Sài đc lâu, lại đẹp ",0
Son lên màu đẹp và rất lì,0
"Đóng gói cẩn thận. Son lên màu xinh dã man, còn được tặng kèm túi . Nói chung là ưng hết nấc",0
"Sản phẩm vẫn oke như lần đầu , từ khi biết em son này thì ko sài sang loại khác nữa , giao hàng siêu nhanh nha",0
Giao hàng nhanh. Đóng gói cẩn thận. Chất lượng sp tốt rất ytam mua ở shop này,0
"Màu son siêu xinh, có mùi dâu bạc hà? Mua được flash sale với giá tốt.",0
"Mình mua đợt coá km nên tính ra 1 cây còn 113k, quá rẻ cho 1 cuộc tình :))) son bbia thì khỏi phải bàn rồi , màu son siêu xinh ^^  . Chất lượn thì mình rất trên tâm khi mua trên shopee mall, uy tín, đảm bảo. Thời gian giao hàng nhanh, đóng gói kỹ . Sẽ ủng hộ shop lần sau ^^",0
Dùng tới cây thứ 3 rồi :)))) xịn thiệt sự mn ơi màu lên xinh kinh khủng ,0
Son quá là ưng luôn ạ❤,0
"Son đẹp, giao hàng nhanh, đóng gói cẩn thận, chắc chắn, đánh lên màu siêu xinh ",0
"Mới mua đuoc 1 tiếng , son thử 1 lần son gãy , mặc dù đánh lên môi rất mượt êm ",2
Đẹp màu hồng cam đào rất bắt màu da,0
Màu son rất đẹp đánh rất mềm đóng gói cẩn thận giao hành nhanh,0
Trung thành với em bbia từ lâu r k muốn đổi. Đổi màu thì đổi thôii ,0
"Son tốt, đẹp.  Đóng gói tốt. Mà giao sai màu. Mong shop rút kinh nghiệm ",0
Tạm. Đánh như không đánh 😡😠,1
"Màu son và hình ảnh khác xa nhau, màu đỏ tươi về mình test lại thành đỏ hồng xậm, son lì nhưng bết dính rất khó chịu",1
Đóng gói ok nhưng sản phẩm không check được mã vạch 😢,1
môi bóng lên trông rất mất thẩm mỹ,1
Màu son chuẩn y hình. Đánh lên mướt không bị bột bột. Lần đầu dùng thử BBIA giá vừa túi son cũng ok.,0
"Mình đã ib và nhắn cả zalo nhưng shop đều không trả lời. Cskh tệ. Son đã bị bóc ra mở nắp, lúc vừa quay vừa khui son m nghĩ là do thiết kế nắp lỏng, nhưng mà sự thực là ĐÃ BỊ MỞ 😡 
Thật sự buồn luôn vì m mua cx nhiều và luôn tin tưởng shop rất uy tín ☹",1
Đã nhận đk hàng. Nhưng k có mùi thơm như thỏi trước mk đặt. Màu cam cháy nhưng nhìn k sáng cứ xỉn xỉn kiểu gì ấy,1
"Sản phẩm tốt, mùi thơm ngọt, đỏ cam nhưng thiên cam nhiều hơn. Giao hàng nhanh! ",0
Giao hàng nhanh tuy nhiên vỏ son có 1 vệt xước như trong hình,1
Thấy nhiều bạn dc tặng quà trong khi mình mua 2 thỏi thì lại k.bi thương k hề nhẹ☹️,1
"Hộp bị nát 
#gomordertaobao
#tim
Bạn nào nhận order đôi này giá tốt ib kèm giá cho m nha. Do m bị hạn chế ib nên các bạn ib giúp m vs ạ",1
Xinh và thơmmmmmmmmmmmmmmmmmmmmmmmmmm lắmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm ạaaaaaaaaaaaaaaaaaaaaa,0
"Son đánh mịn môi, mùi thơm và lên màu rất đẹp nên mua nha mọi người",0
"Màu xinh lắm á mọi người, bền màu nữa 👍👍. Giá 150k vậy cũng xứng đáng ùuiiiiiiii. Mình mua làm quà tặng bạn. Giao hàng nhanh cực !! ",0
giao hàng cực nhanh ,0
Son màu đẹp lên màu tốt nhưng không giữ được quá lâu. Mình mua 2 cây màu 12 rồi rất vừa ý. Không biết có đúng chính hãng k nhưng khá vừa lòng,0
"Thực sự là bút kẻ nét mảnh, nhưng đến khi mình đi bơi thì nét bút nó trôi hết sạch luôn. K được nhưng mong đợi lắm",1
"Son lên môi nó cứ bị hồng hồng tím tím, thử trên tay nó cũng không giống hình luôn, nói chung không hề giống hình, không nên mua nhé :)) màu bên phải là của romand 02 nhé, còn ở bên trái là của black rouge a12 ",1
"Shop đóng hàng rất kĩ với cái hộp rất xinh. Bbia ver 5 này từ vỏ son đến màu đều xinh lắm luôn nhất là màu 25. Màu này ohuf hợp với tất cả loại da luôn ạ, nhưng có điều chất son hồi đầu rất nướt và mịn nhưng một vài tiếng sau nó sẽ để lộ vân môi nếu ko bôi lại",0
Son cứ bị bết ra...mua sử dụng 1 lần bỏ..giao hàng lại lâu,1
"Chất lượng tạm được. Son k mịn cho lắm. Khó son lên môi, nhanh trôi",1
Son đẹp lắm nha. Dù nắp với thân hơi tách nhau ạ. Em tưởng phải khít chứ ạ. Nhưng son thơm. Lên màu chuẩn nhé,0
Shop đóng hàng cẩn thận ! Son cực đẹp mua dc của cửa hang chính hãng rất an tâm ,0
Đóng gói kỹ giao hàng nhanh,0
Chất lượng sản phẩm tuyệt vời  đóng góp đẹp và chắc chắn,0
Son dùng thích lắm cả nhé nhé <3,0
son lên màu rất đẹp mùi thơm dễ chịu son rất tốt k bị khô vay lộ vân môi giá rẻ so với chất lượng . shop giao hàng nhanh đóng gói cẩn thận lại cực kì đjep,0
" Son đẹp , lên màu chuẩn , siêu lì ạ  vvB, chúc shop bán đắt hàng  Hjhjhj",0
"son màu đẹp
đóng gói kĩ
mùi hơi hơi khó chịu son màu đẹp
đóng gói kĩ
mùi hơi hơi khó chịu thôi",0
Giao hàng siêu nhanh ạ còn chất lượng thì chưa kiểm chứng,0
"Đóng gói sản phẩm đẹp và chắc chắn, mỗi tội giao hàng hơi lâu tí nhưng yên tâm vì shop chính hãng",0
"Mình mua Merzy đợt đang có deal kèm The first velvet tint và Bite the beat Mellow tint, cả hai đều lên màu xinh, chất son mịn.",0
"Giao hanbf nhanh, đóng gói hàng cẢn thận, sẽ ủng hộ shop tiếp.",0
Lên màu không đẹp như hình,1
"Giao hàng nhanh
Shop đóng gói hàng rất kĩ bóc cẩn thận
Chất lượng hợp giá tiền",0
"Trời ơi có thỏi son thôi mà shop gói cho cái hộp quá xịn và xinh luôn, shopee mall nên chất lượng đương nhiên là yên tâm rồi =)))",0
Chất lượng sản phẩm tuyệt vời. Giao hàng nhanh. Đóng gói chắc chắn,0
"Đóng gói chắc chắn, đẹp, chính hãng, màu 12 cam dấy hơi tối hơn trong hình, mua được giá sale hợp lý",0
Chất lượng sản phẩm cũng được so với giá cả thế là dk rồi son lì lâu trôi mùi cũng dk,2
"Giao đến hộp móp méo. Quan trọng là KHÔNG CÓ NIÊM PHONG, cây son bám bụi kiểu để ở ngoài khi nào giao thì lấy hộp bỏ vào (trên cây son cũng không có niêm phong hay mã hay in ngày sản xuất/ hạn sử dụng)... Cũng có Ưu điểm là đúng phân loại đã chọn và giao hàng nhanh như cơn gió...",1
Màu tương đối giống hình.,0
"Son đẹp, bạn gái rất thích. Hộp giao chắc chắn, cảm ơn shop 🙂🙂🙂",0
"Giao hàng qáu nha,mà mình ở hà nội lận❤️Son sịn sò chuẩn authiii",0
"Để tặng kem nền mà ko có, son thì ok",2
Giao hàng nhanh đóng gói kĩ càng son của bbia thì khỏi phải bàn....,0
Son đẹp lắm nha mng. ,0
"Tốc độ ship bao nhanh, đặt trưa hôm trước hôm sau có hàng rồi 
Đóng gói kĩ, có bọc chống sốc 
Vỏ bao xinh, nhẹ hơn t nghĩ
Lên môi t ra màu đỏ hồng nhưng đỏ nhiều hơn bao ưng. Uống nước sẽ không trôi nhưng ăn sẽ trôi, để lại lớp base hồng nhẹ nhẹ như màu môi.  ",0
"Son rất đẹp, màu lên mướt , lâu trôi . Shop giao hàng nhanh . 🤩😘🥰",0
Son dùng thích . Lì màu. Lên màu đẹp. Giá lại phải chăng ,0
"Mình mua cây son thứ 2 rồi, chất son lì rất đẹp. Đang xài màu 16, thấy màu rất vừa pải, k quá nổi, k quá tối. Ưng!",0
"Son đẹp, chất mịn gh nhanh, shop nhiệt tình sẽ tiếp tục ủng hộ lần tới",0
"Giao hàng nhanh, đóng gói trắc chắn, shop giao đúng màu và son rất đẹp",0
Dù mua 1 cây nhưng đóng gói rất chắc chắn. Hộp siêu bự luôn :v son lên màu đẹp. Không lì lắm. Ăn uống là trôi ngay,0
Shop giao hàng nhanh. Đóng gói cẩn thận. Màu son lên chuẩn. Mua của shop chính hãng nên yên tâm về chất lượng. Màu son lâu trôi. K biết mua cây thứ bao nhiêu r. Cho shop 5 sao,0
"Son thơm , ship nhanh , hài lòng lắm . Cũng lì , hàng của mall, cũng yêm tâm chút",0
"hàng của thương hiệu này màu 205 là cam đào vậy mà ở đây màu 205 là màu san hô.mà nơi sản xuất còn là made in china nữa ,thất vọng",1
"Son màu siêu xinh lun đẹp hơn trong ảnh ý ạ
Mua 2sp còn đc tặng túi tote nữa quá ưngg",0
Mk mua màu 25 và 12 . Màu 12 lớp base là mà hồng cánh sen . Còn 25 thì là màu đỏ thẫm khá đẹp. Màu 25 giống a12 của br.,2
hàng nhỏ xíu mà đóng gói quá to. Làm tăng phí vận chuyển không cần thiết,1
Chast lượng sản phẩm tuyệt vời.shopee mall nên rất yên tâm..,0
"Má trời ơi siêu đepj luôn nè. Đừng chần chờ gì, quất ngay em 24. Màu dễ dùng, da ngăm vẫn xinh k bị lố như mấy màu đỏ đậm. Nó dịu dàng vl",0
màu cam hồq do camera nên chụp k rõ màu ....độ lì ổn.. ..s  khi ăn vẫn còn 1 lớp son hồq.  ..son mướt..mùi thơm lắm ạk.....son chính hãng... quá ok lun rùi😍😍😘😘,0
"Son lên thì thấy bóng bóng và hồng. Nhưng siêu bong tróc môi luôn, cảm giác cực kì khó chịu. Bà chị cùng phòng mình cũng có đánh giá y vậy luôn. Uổng tiền thật sự.",1
"Son lên màu xinh, mềm mịn. Màu lên đều màu 
Hành đóng gói cẩn thận, hộp cũng xinh
Thanks shop nhé. Sẽ ủng hộ shop tiếp
Mới đánh được 2 lần. Son lì bám môi siêu kinh điển. Mình dùng tải trang mà chẳng ra luôn :((((. Tải mà mất lớp da môi luôn. Hic",0
"Đẹp ạ 🙆🙆♥️♥️, 
(Ở ngoài đẹp hơn hình ạ🤤🤗)",0
Màu 501 không giống hình shop ơi. Mình chưa test ra môi. Nhưng thấy ánh cam là không giống hình rồi. Chất son  mịn rất nhanh trôi.( Đã để 3 sao nhưng khi về nhà và test lại thì thấy 3 sao cũng không đáng),1
Hình chụp cam tươi. Gửi thì màu cam cháy. Không nên mua son qua mạng là có thật,1
Shop giao sai màu rồi,1
"son chán lắm :(((( mua đỏ cam đánh toàn thấy cam với lại chất son không đẹp. quá nhiều dưỡng huhu 😭😭😭
",1
"Son màu đẹp lắm ạ
Shop đóng gói cẩn thận và đẹp lắm ạ
Sẽ ủng hộ shop nữa ạ",0
"Son đẹp , lên màu chuẩn , bao bì xinh , đỉnh lắm ạaaaaaaaaaaaaaa",0
"Do lần trước mua sai màu nên quyết đinh rước thêm một em nữa về với đội của mị😝
Chất son và độ bền màu thì khỏi phải bàn luận thêm, màu chuẩn mà lại rất bền màu nữa! Điểm 10 cho sự lựa chọn ❤️❤️❤️❤️",0
"Giao hàng nhanh , đóng gói chắc chắn :))) màu cũng khá bềnh, mùi tạm được",2
"Màu 20 là đỏ đất nhưng cây son mà mình nhận thì màu tươi cực kì, và đính chính lại đây y như màu HỒNG 100%HỒNG TƯƠI",1
"Giao hàng nhanh
Đóng gói cực đẹp luôn
Son mịn và thơm
Rất thích ❤️ luôn ủng hộ shop",0
"Đã nhận hàng nhưng chất lượng sản phẩm không ưng cho lắm, trước giờ mua ở guardian quen rồi. Mình muốn trả hàng lại hết sức. ",1
hàng tốt,0
"Khá ưng. Chất son thì hơi lỏng, nhưng mau thấm môi và giữ son lâu. Màu lên hơi sậm tông hơn so với trên bảng màu. ",0
Long lanh lắm luôn ạ. Ưng từ vỏ bưu kiện cho tới chất son. 1 câu thôi: Đẹp đừng hỏi :v:v:v,0
"Son lên màu đẹp, đều. Giao hàng hơi chậm. Sẽ ủng hộ shop lần sau.",0
"Son có mùi nhưng không hắc đầu lấy son vừa phải muốn đánh cả môi nhúm hai ba lần,mình thấy son như vậy là ok rồi",2
Hơi bị thất vọng về màu son. M chọn màu 21 real note nhưng ra màu như màu nude k thấy ánh hồng tím như ảnh.,1
Happy mother’s day . Son bbia lúc nào cũng là tuyệt nhất ❤️❤️❤️❤️💝,0
Cực xinhhhh,0
"Son có ưu điểm màu lên đậm, bám dính tốt. Khuyết điểm là trôi không đều, phải tẩy nhiều mới hết, mùi thơm nhẹ.",2
"hàng siêu hịn nha,chưa test thử nhưng vỏ hộp không móp méo,xinh xẻo lắm mà giá rẻ hơn so với hàng mình mua xách tay,rất đáng mua,đặc biệt thích màu 12 ",0
Wonderful!!!,0
"Màu đẹp son đẹp, cây son chuẩn hơn son mình mua ở các shop khác. Sẽ quay lại mua tiếp, cám ơn shop",0
"Màu đẹp, chất son ok. Giao hàng nhanh chóng và tư vấn nhiệt tình. ",0
"Màu 14 Bbia có màu khá giống màu Daffodil đỏ đất của 3CE
Màu này làm trắng men răng cực
Chất son mịn
Tôn da nữa :>",0
"Shop đóng gói hàng cẩn thận, giao hàng nhanh, màu xinh lắm ạ ❤❤",0
Đóng giis sp chắc chắn và đẹp mắt,0
"Mua mấy lần r và vẫn rất hài lòng về sản phẩm, ",0
"Son siêu xinh ạ :33
Đóng gói cực kì cẩn thận
Thỏi son cầm chắc tay và màu son siu đẹp.
Test thử son thì chất son mềm mịn, đặc biệt là lên màu rất chuẩn. Đánh son từ 13h30, đã ăn bánh có dầu mỡ, uống nước và đến bây giờ là 17h son lì không hề trôi.
Cảm ơn team Merzy rất nhiều ạ!",0
Nghe review thấy tốt nên mua thử. Màu son đẹp. Giao hàng nhanh. Nhưng thấy khô môi lắm. Son bé hơn mình nghĩ,2
Đã nhận đccc hàng màu son k giống hình màu toàn thấy nâu nhiều son k mịn đánh cứ thấy bờ bờ dễ trôi nữa đánh đậm ra tay mà lau nhẹ đã hết rôii hầy hơi thất vọng😢😢😑,1
Son màu thiên về hồng hơn k như mình nghĩ hơi hụt hẫng thêm cái k check đc sp nên cho 3sao vậy shop đc cái giao hàng nhanh,2
"Son hơi khô môi, mình cảm giác nó ko giống hàng real vì mình đã có 1 cây mua xách tay. Chất kem hơi lỏng một chút..",1
Bìa siêu xinh son lên màu đẹp đúng. Nói chung là chất lượng lắm ạ,0
"Shop giao đúng mẫu, đóng gói cẩn thận chắc chắn. Nhưng giao hàng chưa nhanh ",2
"xing lắm luôn í màu thì best rồi lên môi còn nhẹ nữa chứ. lên moii cũng không bị khô.... 
",0
"Nhìn cái giá tiền cũng đủ hiểu chất son quá chán luôn ý , khuyên mọi người suy nghĩ kĩ rồi hẵng mua . Mình mua lâu lắm rồi giờ mới viết nhận xét đây . Đánh lên môi được một lần vào không đụng đến nó bao giờ nữa",1
"Son thơm lên màu đẹp 
Tuy nhiên giao hàng hơi lâu....,.,,,,,,",0
Đã nhận được son nói chung là chưa dùng cơ mà ưng ạ ❤️❤️❤️❤️❤️❤️❤️ Hàng chính hãng nên k sợ fake ,0
"Đóng gói đẹp cẩn thận giao hàng nhanh, hàng chính hãng mùi son thơm rất hài lòng vì sản phẩm tuyệt vời này cảm ơn shop, sẽ tiếp tục ủng hộ shop",0
"Hộp xinh, bọc hàng kĩ, son đỉnh 👍👍👍👍 mình mua lần này là lần thứ 2 rồi ạ 😍😍😍",0
"Sản phẩm chất lượng, giá cả hợp lý, son lên màu đẹp, giao hàng nhanh",0
Chất lượng sản phẩm tuyệt vời. Đóng gói rất đẹp và chắc chắn. .,0
Sp dùng tốt nhưng Niêm phong bị rách. Hộp đã bị mở trước khi đến tay khách hàng.,1
"Son màu ok,chất lượng,lâu trôi❤❤❤",0
Chất lượng,0
"Son lên môi mình màu thiên về hồng lắm ý , chứ k đỏ , nên hơi buồn 1 tí với màu này dễ trôi",0
Không có gì để chê luôn,0
Màu 17 lên môi t thành hồng cánh sen nên hơi thất vọng :((,1
"Shop đóng gói cẩn thận, giao hàng nhanh. Son như hình. Màu lên đẹp và mướt môi. ",0
Son rất đẹp ạ,0
Sản ohaamr xinh màu đẹp lên form chuẩn. Vỏ son cực xinh cực sang mà màu còn hot trend,0
"Phải sài son dưỡng á, lớp tint bám chắc kinh khủng không trôi luôn á, phải dùng tẩy trang chuyên dụng mới dc",2
Son thơm. Mịn. Lên màu đẹp lắm mấy chị ạ,0
"Đóng gói hàng cẩn thận, chắc chắn. Đơn hàng tỉnh mà giao hàng 2 hôm đã nhận được hàng <3",0
"lên màu tốt. mùi thơm, nhưng không giữ được màu lâu. tạm được",2
"Son màu xinh xẻo không chê vào đâu được, so vs bbia ver 3 mình đã sài thì chất son này khô hơn 1 xíu, nhưng màu vẫn xinh nhé.",0
ko tốt.....................,1
"Màu đỏ hồng , thơm , mịn, ko khô môi nhé. Độ lì vừa phải. Lên môi màu đậm hơn.",0
"Thấy ưng ý hơn mong đợi, cảm giác k bị khô, lên màu đẹp.",0
"mình mua lần 2 roài đó cả nhà uiiiii, đỉnh của đỉnh lun nè 💕💜💜 love ittt
",0
"Giao hàng nhanh. Son hơi bị bết dính, Không lì lên môi không được đẹp",1
Mua 1 son 1 nhũ mắt còn được tặng thêm túi tone nữa cơ. Son với nhũ mắt thích lắm ạ ❤❤❤❤❤,0
"Đóng gói bên Tiki thì kỹ lưỡng nè👍, còn chất lượng sản phẩm thì son thơm nhưng màu không ăn lắm",2
Giao hàng nhanh chất lượng son ok,0
Đẹppppppppppppppppppppppppppppppôpppoppppopppppppppp,0
Hàng đóng gói cẩn thận và chắc chắn.đúng loại đã chọn.còn chất lượng chưa biết thế nào vì chưa dùng,0
Son xinh!,0
Shop ship hàng nhanh lắm luôn í. Ms đặt hôm 4/11 là sáng 5/11 có òi 😍😍😍 sẽ ủng hộ shop tiếp ạ,0
"Son đc gói rất kĩ càng 
Son cực đẹp lên môi mềm mịn nhưng khô 🤗🤗🤗
Shop Tư vẫn vô cùng kĩ càng 
Ưng",0
"Tuy đợi shop gửi hàng hơi lâu nhưng thời gian giao hàng lại rất nhanh.shop giao đungs hàng, đúng màu, đẹp lắm  nhed ạ",0
Khá ok lần sau có tiền mua son màu khác nữa,0
"Màu son mịn, mướt, có mùi thơm ngọt",0
Son chuẩn màu. Nhưng màu đậm quá mình k thích mấy. Chất son mịn,2
"Thiết kế đẹp, chất mịn không quá khô không quá bóng, tuy nhiên màu better than sun này đánh đậm khi chụp ảnh sẽ hơi giống màu hồng cánh sen quê lắm",0
Mau trôi,1
"Màu son siêu đẹp siêu ưng, nhiều cam phù hợp cho hè này. Tuy nhiên m thấy chất son thỏi này hơi mỏng và cũng k lâu trôi nhưng các ver trước",0
"Sản phẩm rất ổn, lên màu đẹp!! Săn được deal siêu hời nên ưng hehe",0
"Giao hàng cho bên vận chuyển hơi lâu, shop gói hàng cẩn thận, hộp xinh, còn có thiệp cảm ơn, son chuẩn ạ",0
"Son đẹp lắm ạ. Giao hàng cũng nhanh nữa. Lần trc mình mua màu 12r, màu 25 này còn đẹp hơn",0
"Cực đẹp nhá, mk rất hợp vs màu này. Son rất lỳ, mềm mịn. Cực thích ạ 👍",0
Sản phẩm tuyệt vời giao hàng hơi lâu. Son đẹp mùi thơm lần này mua còn được tặng túi. Ủng hộ shop dài 😘,0
Son lên màu đẹp nhưng các bạn hẳn cũng biết là dòng này xài khá là khô môi,2
Son đẹp chất lượng 😍,0
"Chất son tuyệt vời, thời gian giao hàng nhanh. 👍",0
Chất son lỳ,0
Cam san hô k giống như hình k hài lòng,1
"Màu 25 thấy mọi người nhận xét khá tốt, nhưng khi mình đánh lên thì ra màu cam cháy đậm , cần phải make up mới hợp. 

So với giá tiền 139k thì hợp lý.",0
:) đến cái hộp ở ngoài còn không bị nát hihi. Son hịn hịn,0
Giao hàng nhanh màu thì đẹp mk rất thích canh lâu lắm rồi mới mua :)),0
"Ai mua màu 12 phải lưu ý"" bởi men răng trắng đánh mới đẹp""...... 😘",2
Shop giao hàng nhanh. Đóng gói đẹp. Son đẹp. Mình mua cây này màu này là caya thứ 4 rùi,0
"Mua của shoppee M nên thấy rất tin tưởng. Nhận đk 2 thỏi son nó lại chim ưng quá đi. Đóng gói când thận nữa, mk lấy màu 02 và 31 đều là màu sáng rất đẹp. Nói chung là THÍCH thanks shop. Lười chụp nên cho cái ảnh tim tim😍",0
Mùi thơm ngọt kinh khủng nha 😂 chưa dùng thử nhưng nhìn cây son đã thấy ưng rồi,0
"Shop giao hàng nhanh, chất son mịn màu lên nhạt nên đánh nhiều lớp ",0
"Shop giao hàng thần tốc, sáng mới đặt mà chiều đã nhận được rồi. Son màu xinh, có cảm giác hơi nhẹ tay so với version 4,5. Màu son mình chưa test nhưng tin là đẹp",0
Giao hàng nhanh. Đóng gói cẩn thận. Chất son rất tự nhiên. Tôi rất thích. Cảm ơn shop nhiều,0
"Đóng gói sản phẩm rất đẹp và chắc chắn
Shop phục vụ tốt, giao đúng màu
Thời gian giao hàng hơi lâu chút 
Chất lượng sản phẩm tốt, màu đẹp
Mình mua cây thứ 2 rồi. Hài lòng ",0
"Màu đẹp, ưng dễ sợ, mua 2 cây đều ko hối hận 
",0
Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
"Vỏ son đẹp cực kỳ, nhìn sang lắm, son cầm chắc tay. Màu son thì đẹp cực luôn",0
Son đã bị bóc ra trước. Vỏ hơi cũ. Chất son mỏng nhẹ không được lỳ,1
Son dùng ok môi mịn. Độ bám cũng tạm đc.,2
